MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	15.020508	s	12/17/2021 3:49:39 PM
Time	ESH B Force	ESH B Displacement	Analog In 2	Analog In 1
s	kN	mm	V	V
0.033203125	0.1639927	1.0007311	-0.0044086967	-0.012471355
0.047851563	0.15367696	0.99833959	-0.0044816877	-0.012641005
0.0625	0.1636886	0.99850529	-0.004486782	-0.012593931
0.077148438	0.15826339	0.99936032	-0.0044533857	-0.012613721
0.091796875	0.15279198	0.99934751	-0.0044655944	-0.012690762
0.10644531	0.17091873	0.99946827	-0.0043705655	-0.012491384
0.12109375	0.16183203	0.99857581	-0.0044521494	-0.012759695
0.13574219	0.16255873	0.99941266	-0.0044950908	-0.01291747
0.15039063	0.16982183	0.99848479	-0.0045041433	-0.012870976
0.16503906	0.16157305	0.99736124	-0.0044046682	-0.01254579
0.1796875	0.17429973	1.0000468	-0.0044305399	-0.012559865
0.19433594	0.17299438	1.0018589	-0.0044995798	-0.012878327
0.20898438	0.16336012	1.0001273	-0.004523715	-0.013021565
0.22363281	0.17700031	1.0006294	-0.0044691325	-0.012481149
0.23828125	0.16728707	1.0002737	-0.0044259629	-0.012303893
0.25292969	0.1703923	0.99992222	-0.0044743861	-0.012433836
0.26757813	0.17946868	1.0004687	-0.0044735321	-0.012458598
0.28222656	0.16487208	1.0011313	-0.0044878586	-0.01257916
0.296875	0.17097543	1.0008985	-0.0045004911	-0.01269953
0.31152344	0.1714219	1.0005035	-0.0044121714	-0.012460909
0.32617188	0.16382715	1.0004563	-0.0044216453	-0.012298809
0.34082031	0.17657335	1.0009968	-0.004462122	-0.0124311
0.35546875	0.17086931	1.0010141	-0.0045409072	-0.012721581
0.37011719	0.16445602	1.0027163	-0.0044797598	-0.012675138
0.38476563	0.17524529	1.0020372	-0.00441272	-0.012334909
0.39941406	0.16467059	1.001443	-0.004438594	-0.012235482
0.4140625	0.16456151	1.0004584	-0.0044732243	-0.012591318
0.42871094	0.17345181	1.0001979	-0.0045187399	-0.012741987
0.44335938	0.15997835	1.0018713	-0.0044709751	-0.012532365
0.45800781	0.17188963	1.0002874	-0.0044290749	-0.01242444
0.47265625	0.17337234	1.000342	-0.0044403709	-0.012437455
0.48730469	0.16263518	1.0007677	-0.0044389199	-0.012399714
0.50195313	0.17979638	1.0007389	-0.0045100907	-0.012630222
0.51660156	0.16578963	1.0003206	-0.0045175608	-0.012714364
0.53125	0.16663514	1.0014964	-0.0044563999	-0.012502458
0.54589844	0.17794994	1.0010841	-0.004406549	-0.012265863
0.56054688	0.16596107	1.0003674	-0.0044546314	-0.012413469
0.57519531	0.17182852	1.0013478	-0.0045176931	-0.012720188
0.58984375	0.17805344	1.0016545	-0.004518176	-0.012737021
0.60449219	0.16574053	1.0004797	-0.0044322666	-0.012383815
0.61914063	0.1778501	1.000224	-0.0044050431	-0.012217034
