MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	15.020508	s	12/17/2021 2:15:41 PM
Time	ESH B Force	ESH B Displacement	Analog In 2	Analog In 1
s	kN	mm	V	V
0.033203125	0.19367926	2.2897573	-0.0044102436	-0.01230312
0.047851563	0.20397411	2.2894273	-0.0044377386	-0.012499508
0.0625	0.18877268	2.2895794	-0.0044962014	-0.012642051
0.077148438	0.19579501	2.289566	-0.0044322754	-0.012374211
0.091796875	0.19685127	2.2899232	-0.0043606628	-0.012189988
0.10644531	0.19106226	2.2896085	-0.0044171293	-0.01226002
0.12109375	0.20333712	2.2892263	-0.0044267401	-0.012628227
0.13574219	0.19321287	2.290597	-0.0044431952	-0.01261027
0.15039063	0.19561799	2.2891746	-0.0044022016	-0.012246431
0.16503906	0.20614794	2.2900479	-0.0044158781	-0.012124987
0.1796875	0.1936425	2.2901475	-0.0044221659	-0.012439089
0.19433594	0.20081742	2.2905576	-0.0044853576	-0.012625366
0.20898438	0.20301442	2.290189	-0.0044372575	-0.012446171
0.22363281	0.19260608	2.2908037	-0.004394223	-0.012299143
0.23828125	0.2057142	2.2898593	-0.0044075707	-0.012280092
0.25292969	0.20378385	2.2899818	-0.0044200188	-0.012242917
0.26757813	0.20108132	2.2899857	-0.0044567022	-0.012440911
0.28222656	0.20584913	2.2903371	-0.0045350175	-0.012635463
0.296875	0.19970417	2.2899921	-0.0044129514	-0.012448888
0.31152344	0.20434298	2.2900279	-0.0044068876	-0.012207824
0.32617188	0.20654409	2.2898943	-0.0044006892	-0.012277639
0.34082031	0.19297378	2.2898879	-0.0044284901	-0.0125847
0.35546875	0.20328605	2.2897041	-0.0044438415	-0.012630657
0.37011719	0.20327637	2.2904842	-0.0044076839	-0.012283048
0.38476563	0.19310622	2.2904279	-0.0043505235	-0.012118371
0.39941406	0.20588727	2.2904401	-0.004397233	-0.012380723
0.4140625	0.19727072	2.2902291	-0.0044454923	-0.012568949
0.42871094	0.19204473	2.2901983	-0.0044276244	-0.012466708
0.44335938	0.20196451	2.2900593	-0.0044566216	-0.012476445
0.45800781	0.19016361	2.2896147	-0.0044315793	-0.01230414
0.47265625	0.19748721	2.2901835	-0.0043886714	-0.012245804
0.48730469	0.20313704	2.2895994	-0.0044299341	-0.012440499
0.50195313	0.18765788	2.2902019	-0.004484274	-0.012624533
0.51660156	0.20008071	2.289396	-0.0044232663	-0.012473236
0.53125	0.19611269	2.2894995	-0.0043637501	-0.012211246
0.54589844	0.1874529	2.2897043	-0.0043786885	-0.012214284
0.56054688	0.20130377	2.2891142	-0.0044796076	-0.012560039
0.57519531	0.1913005	2.2899907	-0.0044700927	-0.012667947
0.58984375	0.1870282	2.2894237	-0.0043886397	-0.012363846
0.60449219	0.19956359	2.289907	-0.0043741469	-0.012148257
0.61914063	0.18798172	2.2896357	-0.0043948255	-0.012335874
0.63378906	0.19316588	2.2904325	-0.0044479775	-0.012424587
0.6484375	0.19334938	2.2891915	-0.0044350135	-0.012483614
0.66308594	0.18320473	2.2893476	-0.0044113286	-0.012509085
0.67773438	0.19270203	2.2895429	-0.0044198548	-0.012402012
0.69238281	0.18885086	2.2894516	-0.0043788403	-0.012200228
0.70703125	0.18526678	2.2894061	-0.0044341334	-0.012389218
0.72167969	0.19488192	2.2895067	-0.0044647893	-0.012591867
0.73632813	0.18167113	2.2886882	-0.0044164988	-0.012523033
0.75097656	0.1873266	2.2893348	-0.0043891273	-0.012197145
0.765625	0.19580498	2.2889132	-0.0043894527	-0.012163618
0.78027344	0.18113431	2.2891824	-0.0044321362	-0.012552719
0.79492188	0.19091825	2.2888801	-0.0044331085	-0.01271123
0.80957031	0.18845703	2.2888529	-0.0044185142	-0.012386864
0.82421875	0.1781422	2.2883141	-0.0043727104	-0.012205113
0.83886719	0.19430441	2.2885284	-0.0044139419	-0.012342853
0.85351563	0.18440671	2.2889235	-0.0044127749	-0.01236871
0.86816406	0.18320933	2.288605	-0.0044026594	-0.012443205
0.8828125	0.19368137	2.2891762	-0.0044512372	-0.01257661
0.89746094	0.17519914	2.2889688	-0.0044092005	-0.012331851
0.91210938	0.18966416	2.2883687	-0.0044406364	-0.012170867
0.92675781	0.19272472	2.2885234	-0.0043851938	-0.012284756
0.94140625	0.17964143	2.2889094	-0.0044632433	-0.012600535
0.95605469	0.19262546	2.288857	-0.004439163	-0.012592309
0.97070313	0.18684731	2.2885873	-0.004398522	-0.012157958
0.98535156	0.18282993	2.2894802	-0.0043697823	-0.01210303
1	0.19609131	2.2895555	-0.0044361781	-0.012456967
1.0146484	0.18257566	2.2889781	-0.0044530081	-0.012646284
1.0292969	0.18553527	2.2888477	-0.0044094585	-0.012437352
1.0439453	0.19356233	2.2891431	-0.0043734536	-0.012273887
1.0585938	0.18065891	2.2897022	-0.0043961271	-0.012279898
1.0732422	0.18987268	2.2892499	-0.0044046617	-0.012267882
1.0878906	0.19202809	2.2888563	-0.0044416254	-0.012479364
1.1025391	0.17810874	2.28935	-0.0044526206	-0.012607707
1.1171875	0.18999483	2.2890811	-0.0044145244	-0.01236845
1.1318359	0.1849034	2.2889268	-0.0043792366	-0.012188758
1.1464844	0.18093739	2.2891073	-0.0043927063	-0.012295065
1.1611328	0.19311371	2.2890272	-0.0044602756	-0.01257256
1.1757813	0.1803008	2.2889166	-0.0044278903	-0.012634764
1.1904297	0.18373117	2.2888176	-0.0043684314	-0.012265257
1.2050781	0.18998319	2.288722	-0.004344298	-0.012143621
1.2197266	0.17906891	2.2887068	-0.00443854	-0.012402305
1.234375	0.1882903	2.2888463	-0.0044726105	-0.012593268
1.2490234	0.18224226	2.288933	-0.0044558761	-0.012460613
1.2636719	0.17659935	2.2886341	-0.0044455929	-0.012385586
1.2783203	0.18950325	2.288703	-0.0044189002	-0.012315711
1.2929688	0.18005943	2.2880738	-0.0043764543	-0.012212271
1.3076172	0.18594755	2.2886245	-0.0044380957	-0.012434633
1.3222656	0.19166028	2.288496	-0.0044762385	-0.012649855
1.3369141	0.17704596	2.2884512	-0.0044082114	-0.012478428
1.3515625	0.18727444	2.2886863	-0.0043619326	-0.012209846
1.3662109	0.1895999	2.288801	-0.0044141077	-0.012218338
1.3808594	0.17470305	2.2886298	-0.0044540633	-0.012595717
1.3955078	0.1910692	2.2884338	-0.0044968063	-0.012652474
1.4101563	0.18296309	2.2890739	-0.0043773679	-0.012360272
1.4248047	0.18031554	2.2886033	-0.0043627075	-0.012106282
1.4394531	0.19447528	2.2886417	-0.0043998463	-0.012380256
1.4541016	0.18079552	2.2887516	-0.0044647781	-0.012558928
1.46875	0.18150897	2.2882483	-0.0044355299	-0.012476034
1.4833984	0.19185649	2.2887464	-0.0044464208	-0.012467793
1.4980469	0.17461984	2.2890334	-0.004368918	-0.012305539
1.5126953	0.18979022	2.2889342	-0.0044001872	-0.012192624
1.5273438	0.19027655	2.2888033	-0.0044087199	-0.012450803
1.5419922	0.1775813	2.2887526	-0.0044960417	-0.012633607
1.5566406	0.19225901	2.2888725	-0.0044211489	-0.012479715
1.5712891	0.18382619	2.2887013	-0.0044012917	-0.012162719
1.5859375	0.18343443	2.288841	-0.0043907845	-0.012191562
1.6005859	0.19015819	2.2887685	-0.0044235876	-0.012508743
1.6152344	0.18078706	2.288451	-0.0044568693	-0.012665268
1.6298828	0.18733096	2.2887039	-0.004397762	-0.012310144
1.6445313	0.19027203	2.2888014	-0.0044015902	-0.012182025
1.6591797	0.18046524	2.2887003	-0.0044451691	-0.012349606
1.6738281	0.19272485	2.2890363	-0.004419521	-0.012431007
1.6884766	0.18669841	2.288729	-0.004464996	-0.012427686
1.703125	0.18002173	2.2891366	-0.0044572055	-0.012494689
1.7177734	0.1904868	2.2885776	-0.0043928376	-0.012334707
1.7324219	0.18480478	2.2886207	-0.004384798	-0.012126805
1.7470703	0.18548834	2.2892673	-0.004411676	-0.012359839
1.7617188	0.19511577	2.2886436	-0.0044990359	-0.012632439
1.7763672	0.18369499	2.2887967	-0.0044223	-0.012560174
1.7910156	0.19349876	2.2889495	-0.0043681753	-0.012198123
1.8056641	0.19240703	2.2891679	-0.0043869461	-0.012133368
1.8203125	0.18419081	2.2888541	-0.0044818656	-0.012492207
1.8349609	0.19603194	2.2889924	-0.0044744713	-0.012671194
1.8496094	0.18639255	2.2887917	-0.0044247294	-0.012418333
1.8642578	0.18688105	2.2894726	-0.0043887543	-0.012209774
1.8789063	0.20005958	2.2894361	-0.0044145724	-0.012317701
1.8935547	0.1856367	2.2899082	-0.0044043772	-0.012367351
1.9082031	0.19260074	2.2889049	-0.0044297371	-0.012477146
1.9228516	0.19732557	2.288996	-0.0044605471	-0.01256768
1.9375	0.18144788	2.2893362	-0.0044100997	-0.012409633
1.9521484	0.19643933	2.2894483	-0.0043493691	-0.012170717
1.9667969	0.19364953	2.2888703	-0.0044084177	-0.012380695
1.9814453	0.18520983	2.2892849	-0.0044545503	-0.012541614
1.9960938	0.19882011	2.2890766	-0.0044806683	-0.012598965
2.0107422	0.18781954	2.2890413	-0.0044113537	-0.012229607
2.0253906	0.19068559	2.2893989	-0.0043842592	-0.012080695
2.0400391	0.19784658	2.2898533	-0.0044520483	-0.012428202
2.0546875	0.18688509	2.2895496	-0.004449754	-0.012893448
2.0693359	0.19403733	2.2893705	-0.0044152485	-0.01270017
2.0839844	0.20114942	2.2894087	-0.0044027036	-0.012563457
2.0986328	0.1916474	2.2903063	-0.0043864115	-0.012577135
2.1132813	0.20677543	2.289989	-0.0043815402	-0.012466163
2.1279297	0.2051429	2.2901294	-0.0044668736	-0.012691832
2.1425781	0.19756453	2.2899191	-0.0044503785	-0.012608628
2.1572266	0.20772833	2.2904317	-0.004425501	-0.012426233
2.171875	0.20016748	2.2908986	-0.0043509142	-0.012180883
2.1865234	0.20507438	2.2905004	-0.0043960749	-0.012287079
2.2011719	0.20786434	2.2911017	-0.0044532572	-0.012581255
2.2158203	0.19860044	2.2909112	-0.0044656368	-0.012638042
2.2304688	0.20959698	2.2910447	-0.0044005299	-0.012304926
2.2451172	0.20648113	2.2910504	-0.0044040908	-0.012103852
2.2597656	0.20103307	2.2912006	-0.0044220332	-0.012410557
2.2744141	0.21322155	2.2909071	-0.0044512064	-0.012567014
2.2890625	0.20350389	2.291368	-0.0044107721	-0.012440822
2.3037109	0.20294498	2.2908893	-0.0044576172	-0.012437742
2.3183594	0.21000476	2.2910519	-0.004410597	-0.012315184
2.3330078	0.20174369	2.2912507	-0.0044016624	-0.012191024
2.3476563	0.20804232	2.29126	-0.0044620461	-0.012413297
2.3623047	0.2074964	2.2914429	-0.0044864761	-0.012585615
2.3769531	0.19946389	2.2913883	-0.004439299	-0.012457078
2.3916016	0.20997007	2.2910295	-0.0043751802	-0.012168885
2.40625	0.20292754	2.2905617	-0.004406488	-0.012227684
2.4208984	0.20077454	2.2909794	-0.0044442741	-0.012557035
2.4355469	0.21110411	2.2905591	-0.0044495221	-0.012704754
2.4501953	0.19987412	2.2912974	-0.0044205114	-0.012347679
2.4648438	0.2034069	2.2910964	-0.0043994938	-0.012107593
2.4794922	0.21428861	2.2910531	-0.0044288416	-0.012349197
2.4941406	0.20029517	2.2911332	-0.0044435235	-0.012480237
2.5087891	0.20651118	2.2909579	-0.00442529	-0.01248588
2.5234375	0.20770232	2.2912698	-0.0044641788	-0.012525161
2.5380859	0.19667637	2.2913008	-0.0044503072	-0.012343983
2.5527344	0.21265647	2.2910752	-0.0043794019	-0.012197291
2.5673828	0.20676787	2.2918098	-0.0043899813	-0.012354561
2.5820313	0.20314215	2.2910216	-0.0044675376	-0.012570084
2.5966797	0.21360324	2.2909544	-0.0044407845	-0.012516426
2.6113281	0.2030454	2.2916169	-0.0043660915	-0.012195897
2.6259766	0.20997849	2.291168	-0.0044073733	-0.012165313
2.640625	0.21499446	2.2912414	-0.004422443	-0.01253061
2.6552734	0.20085673	2.2918077	-0.0044738497	-0.012646396
2.6699219	0.21112674	2.2913604	-0.0044154013	-0.012395157
2.6845703	0.20950542	2.291678	-0.0043526064	-0.012167845
2.6992188	0.20554928	2.2914116	-0.0044494844	-0.012321523
2.7138672	0.21361987	2.291398	-0.0043661306	-0.012397831
2.7285156	0.20771636	2.2917984	-0.004420449	-0.01249323
2.7431641	0.207349	2.2918711	-0.0044971076	-0.012583137
2.7578125	0.21073298	2.291414	-0.0043453043	-0.01235435
2.7724609	0.20305321	2.2920957	-0.0043624681	-0.012191945
2.7871094	0.2125524	2.2913401	-0.0044348151	-0.012322327
2.8017578	0.2118305	2.2918186	-0.0044982051	-0.012612797
2.8164063	0.20310827	2.292031	-0.0044961013	-0.012554044
2.8310547	0.21539125	2.2921507	-0.0043673818	-0.012217995
2.8457031	0.2093208	2.2917755	-0.0044126916	-0.012163649
2.8603516	0.20450532	2.2916934	-0.0044647469	-0.012468474
2.875	0.21537866	2.2915854	-0.0044551329	-0.012691566
2.8896484	0.20391399	2.2917235	-0.0044502011	-0.012453926
2.9042969	0.20819709	2.2919536	-0.004447727	-0.012309978
2.9189453	0.21578997	2.292032	-0.0043968288	-0.012334794
2.9335938	0.20647506	2.2918093	-0.0044467621	-0.012317472
2.9482422	0.21744365	2.2922499	-0.0044131656	-0.012447069
2.9628906	0.21021992	2.2922266	-0.00446059	-0.012654626
2.9775391	0.20385645	2.2915652	-0.0044104336	-0.012401614
2.9921875	0.21666865	2.292284	-0.0043924539	-0.012203868
3.0068359	0.20827378	2.291615	-0.0044072261	-0.012311294
3.0214844	0.20756359	2.2916875	-0.0044591483	-0.012562918
3.0361328	0.21629865	2.291918	-0.0044458341	-0.012624277
3.0507813	0.20574941	2.2921288	-0.0044086799	-0.012287726
3.0654297	0.21078742	2.2922268	-0.0043904684	-0.012094324
3.0800781	0.21327843	2.2915869	-0.0044491384	-0.012415232
3.0947266	0.20380382	2.2926085	-0.0044768117	-0.012632113
3.109375	0.21224023	2.2915084	-0.0044411062	-0.012427062
3.1240234	0.21093567	2.2917089	-0.0044016195	-0.012407659
3.1386719	0.20656389	2.291281	-0.0044303504	-0.012338528
3.1533203	0.21711804	2.2922227	-0.0044441046	-0.012278677
3.1679688	0.21099788	2.2922547	-0.0044696238	-0.01249782
3.1826172	0.20859466	2.2912672	-0.0044942033	-0.012664833
3.1972656	0.21623187	2.2918463	-0.004411208	-0.012458656
3.2119141	0.20401797	2.2918305	-0.0043786261	-0.012245847
3.2265625	0.21472435	2.2917562	-0.0044255429	-0.012270567
3.2412109	0.2141335	2.291805	-0.0044520749	-0.01261623
3.2558594	0.20435636	2.2917948	-0.0044850465	-0.012632364
3.2705078	0.2152732	2.2920127	-0.0043701278	-0.01233601
3.2851563	0.21235439	2.2916024	-0.0043834839	-0.012154933
3.2998047	0.21093147	2.2922089	-0.0044522518	-0.01240966
3.3144531	0.21936254	2.2915423	-0.0044675949	-0.012557607
3.3291016	0.20802037	2.2921629	-0.0044475999	-0.012440784
3.34375	0.21494114	2.2924519	-0.0044505824	-0.012480456
3.3583984	0.2145233	2.2923348	-0.0044159531	-0.012351518
3.3730469	0.20756316	2.2925446	-0.0043453341	-0.012190306
3.3876953	0.22107024	2.2924283	-0.004422388	-0.012438837
3.4023438	0.21328659	2.2923162	-0.0044760765	-0.012622261
3.4169922	0.2084495	2.2922041	-0.0044098585	-0.012518484
3.4316406	0.22135271	2.2909913	-0.0044006733	-0.012193151
3.4462891	0.21357791	2.2915614	-0.0044199564	-0.012228656
3.4609375	0.21246098	2.292835	-0.0044551603	-0.012542784
3.4755859	0.21899749	2.2928846	-0.0044676033	-0.012665864
3.4902344	0.21122526	2.2923458	-0.0043956572	-0.012357487
3.5048828	0.21786296	2.2927246	-0.00437003	-0.012169102
3.5195313	0.2208921	2.2924938	-0.0044431263	-0.012316519
3.5341797	0.21046326	2.2927127	-0.0044328482	-0.012469626
3.5488281	0.22042038	2.2923267	-0.0044469531	-0.012509773
3.5634766	0.21119811	2.2932863	-0.0044518951	-0.012575287
3.578125	0.20642704	2.292872	-0.004450798	-0.012336447
3.5927734	0.22155531	2.2930107	-0.0043861973	-0.0122101
3.6074219	0.21022154	2.2928419	-0.0044482606	-0.01240436
3.6220703	0.21226214	2.2932081	-0.0044715614	-0.012589158
3.6367188	0.22163256	2.2927327	-0.0044634738	-0.012587621
3.6513672	0.21089895	2.2928336	-0.0043837572	-0.012218129
3.6660156	0.21745513	2.2935596	-0.0043442114	-0.012170477
3.6806641	0.21607508	2.2929831	-0.0044432646	-0.012533905
3.6953125	0.20952012	2.2932169	-0.0044903727	-0.012694551
3.7099609	0.21800467	2.2925963	-0.0044311527	-0.012402572
3.7246094	0.21017151	2.2926989	-0.004397111	-0.012199983
3.7392578	0.21368909	2.2931347	-0.0044526537	-0.012357059
3.7539063	0.2199941	2.2929509	-0.0044047041	-0.012331167
3.7685547	0.20856375	2.2933071	-0.0044710394	-0.012476899
3.7832031	0.21403554	2.2926617	-0.0044802097	-0.012613581
3.7978516	0.21660423	2.2928166	-0.0044428674	-0.012367004
3.8125	0.20971482	2.2929938	-0.0044279438	-0.012223371
3.8271484	0.21697433	2.292738	-0.0044069514	-0.012287862
3.8417969	0.21421683	2.2924182	-0.0044675292	-0.012612809
3.8564453	0.20981342	2.2924836	-0.0044590766	-0.012591416
3.8710938	0.21995248	2.2929566	-0.0043652393	-0.012223689
3.8857422	0.21095857	2.2933266	-0.0043828203	-0.012154868
3.9003906	0.21552162	2.2923882	-0.0044108178	-0.012448145
3.9150391	0.22275007	2.2932835	-0.0044922493	-0.012645391
3.9296875	0.20814055	2.2932346	-0.0044801496	-0.012451624
3.9443359	0.22004284	2.2924984	-0.0044235592	-0.012287961
3.9589844	0.22472762	2.2919879	-0.0044439291	-0.012358077
3.9736328	0.21462417	2.2935362	-0.0044087032	-0.012261615
3.9882813	0.23073262	2.2926555	-0.004441387	-0.012471214
4.0029297	0.22084403	2.2935827	-0.0044523855	-0.012617584
4.0175781	0.21828945	2.2940989	-0.0043993522	-0.012421342
4.0322266	0.22807938	2.294373	-0.004360382	-0.012251221
4.046875	0.21954951	2.2933512	-0.0043927431	-0.012283613
4.0615234	0.2234115	2.2936888	-0.0044445237	-0.01255998
4.0761719	0.22511625	2.2944946	-0.0044148732	-0.012640705
4.0908203	0.2176434	2.2940135	-0.0043800646	-0.012276367
4.1054688	0.22830415	2.2940054	-0.0044283937	-0.012096426
4.1201172	0.22468509	2.2939227	-0.0044535338	-0.012409804
4.1347656	0.21680573	2.2945597	-0.0044445572	-0.012600427
4.1494141	0.22534803	2.2943673	-0.0044764867	-0.012463238
4.1640625	0.21775874	2.2944727	-0.0044071409	-0.012479926
4.1787109	0.21667594	2.2945797	-0.0044435929	-0.012363998
4.1933594	0.22575429	2.2943821	-0.0043898639	-0.012189236
4.2080078	0.21953207	2.2942476	-0.0044460502	-0.012449335
4.2226563	0.22181463	2.2940397	-0.0044204476	-0.012615627
4.2373047	0.22219004	2.2945366	-0.0044555012	-0.012453003
4.2519531	0.21474454	2.294591	-0.0043678782	-0.012204168
4.2666016	0.22312295	2.2947891	-0.0044041201	-0.012246552
4.28125	0.2166376	2.293925	-0.0044396478	-0.012556723
4.2958984	0.21544713	2.2947071	-0.0044576842	-0.012653684
4.3105469	0.22465335	2.2937346	-0.0044211522	-0.012330649
4.3251953	0.21257989	2.2941251	-0.0043912809	-0.012132581
4.3398438	0.21831688	2.2941689	-0.0044494052	-0.012401099
4.3544922	0.22258879	2.2941618	-0.0043953015	-0.012492733
4.3691406	0.20868027	2.2945392	-0.0044513624	-0.012511678
4.3837891	0.21838146	2.2937286	-0.0044342312	-0.012497972
4.3984375	0.21513721	2.2938032	-0.0043759728	-0.012338001
4.4130859	0.21281645	2.2938697	-0.0044042906	-0.012192475
4.4277344	0.22197983	2.294055	-0.0044664945	-0.012407339
4.4423828	0.21269657	2.2940187	-0.0044997907	-0.012630439
4.4570313	0.21441704	2.293932	-0.0044337278	-0.0125151
4.4716797	0.22260387	2.29423	-0.0043686284	-0.012216234
4.4863281	0.20817462	2.294086	-0.0043960819	-0.012187326
4.5009766	0.21493775	2.2941868	-0.0044909269	-0.012518268
4.515625	0.21782561	2.2939935	-0.0044780886	-0.012623881
4.5302734	0.20531115	2.2941847	-0.0044356035	-0.012405124
4.5449219	0.21665096	2.2938464	-0.0044048876	-0.01220911
4.5595703	0.21302055	2.293453	-0.0044194697	-0.012373615
4.5742188	0.20640278	2.2942276	-0.0044436916	-0.012385817
4.5888672	0.21598467	2.2933927	-0.0044471966	-0.012477864
4.6035156	0.20691589	2.2933946	-0.00447596	-0.012542955
4.6181641	0.20490506	2.2932873	-0.0044284849	-0.012372904
4.6328125	0.21523753	2.2937944	-0.0043637897	-0.012187399
4.6474609	0.20503353	2.2938647	-0.0044152327	-0.012341602
4.6621094	0.21263392	2.2927756	-0.0044724885	-0.012601757
4.6767578	0.21082197	2.2940454	-0.0044984631	-0.012590796
4.6914063	0.20075135	2.2935896	-0.0044089817	-0.012204978
4.7060547	0.21517377	2.2928531	-0.0044016372	-0.012123269
4.7207031	0.20668194	2.2935312	-0.0044339364	-0.012471866
4.7353516	0.20264244	2.2931981	-0.0044508418	-0.012657132
4.75	0.21171947	2.2933626	-0.0044667493	-0.012421915
4.7646484	0.20045915	2.2925942	-0.0044123819	-0.01227053
4.7792969	0.20744546	2.2936072	-0.0044261399	-0.012300659
4.7939453	0.20987631	2.2934444	-0.0044068163	-0.012310006
4.8085938	0.20194642	2.292697	-0.0044318796	-0.012458404
4.8232422	0.2088006	2.2929983	-0.0044545913	-0.012623582
4.8378906	0.20153804	2.2927892	-0.0044033476	-0.012428579
4.8525391	0.1984624	2.2931454	-0.0043665674	-0.012190781
4.8671875	0.20912896	2.2926226	-0.0044548688	-0.012283951
4.8818359	0.19723782	2.2928517	-0.0044893995	-0.012596623
4.8964844	0.19671185	2.2924383	-0.004455606	-0.012628729
4.9111328	0.20993775	2.2923396	-0.0044015027	-0.012279565
4.9257813	0.19414911	2.2931666	-0.0043803984	-0.012147668
4.9404297	0.20388851	2.2929454	-0.0044255671	-0.012436048
4.9550781	0.20253217	2.2931392	-0.004482171	-0.012642805
4.9697266	0.18738356	2.2927239	-0.0044412171	-0.012455247
4.984375	0.20237127	2.2926414	-0.0044258418	-0.012405087
4.9990234	0.19651118	2.2924643	-0.0044233697	-0.01229616
5.0136719	0.19355017	2.2931972	-0.0043987883	-0.012216954
5.0283203	0.2104217	2.2926204	-0.0044675223	-0.012467975
5.0429688	0.19426616	2.2927728	-0.0044869054	-0.012641988
5.0576172	0.19841225	2.2922087	-0.0044305511	-0.012522099
5.0722656	0.20564212	2.2929611	-0.0043680202	-0.012208367
5.0869141	0.19280741	2.2925992	-0.0044080196	-0.012206106
5.1015625	0.20311733	2.292825	-0.0044196602	-0.012613642
5.1162109	0.20101538	2.2929132	-0.0044168346	-0.012659398
5.1308594	0.19505769	2.2925067	-0.0043948712	-0.012336664
5.1455078	0.20661503	2.2924283	-0.0044112336	-0.012126666
5.1601563	0.19899902	2.2924929	-0.0044324487	-0.012422823
5.1748047	0.19781499	2.2929094	-0.0044465098	-0.012521889
5.1894531	0.20362939	2.2922571	-0.0044616195	-0.012504805
5.2041016	0.19479425	2.292419	-0.0044389721	-0.012496211
5.21875	0.20010729	2.2930703	-0.0044485535	-0.012301032
5.2333984	0.20668215	2.2922122	-0.0044036661	-0.012166179
5.2480469	0.19620195	2.2926593	-0.0044424655	-0.012434078
5.2626953	0.20594098	2.2921507	-0.0045133745	-0.01260828
5.2773438	0.20191306	2.2928216	-0.0044491547	-0.012501036
5.2919922	0.1978578	2.2925799	-0.0043665962	-0.012204701
5.3066406	0.21043736	2.2923357	-0.0044076294	-0.012190221
